year,country,region,happiness_rank,happiness_score,standard_error_of_happiness_score,lower_confidence_interval,upper_confidence_interval,dystopia_residual,explained_by_freedom_to_make_life_choices,explained_by_gdp_per_capita,explained_by_generosity,explained_by_healthy_life_expectancy,explained_by_perceptions_of_corruption,explained_by_social_support,freedom_to_make_life_choices,generosity,healthy_life_expectancy,perceptions_of_corruption,social_support,logged_gdp_per_capita,ladder_score_in_dystopia
2020,Mozambique,Sub-Saharan Africa,120,4.623600006,0.079284087,4.468203068,4.778996944,2.221216202,0.56077534,0.178741366,0.220422104,0.324223638,0.163064316,0.955202878,0.864451885,0.032375868,54.20582199,0.683019102,0.723874032,7.069345951,1.972316742
2020,Kenya,Sub-Saharan Africa,121,4.583000183,0.067804985,4.450102329,4.715898037,1.684904575,0.519180536,0.476413399,0.393902093,0.536312759,0.067201078,0.905077755,0.829747558,0.294681519,60.09693146,0.831499159,0.702652037,8.02977562,1.972316742
2020,Namibia,Sub-Saharan Africa,122,4.571100235,0.060983475,4.451572418,4.690628052,1.503033161,0.444598973,0.84008199,0.076454483,0.40687117,0.054320343,1.245738149,0.767520964,-0.18530646,56.50148773,0.851449788,0.846880972,9.203141212,1.972316742
2020,Ukraine,Central and East Europe,123,4.56069994,0.049683895,4.463319302,4.658080578,1.252669334,0.319423705,0.780434608,0.178551316,0.698674381,0.00965116,1.321316481,0.663081884,-0.030933706,64.60678101,0.920636714,0.878879368,9.010690689,1.972316742
2020,Liberia,Sub-Saharan Africa,124,4.557899952,0.081956357,4.397265434,4.71853447,2.386757851,0.405943096,0.174103007,0.226967871,0.392284274,0.051139876,0.920733929,0.735268712,0.04227322,56.09631348,0.856375933,0.70928055,7.054380417,1.972316742
2020,Palestinian Territories,Middle East and North Africa,125,4.552800179,0.055874817,4.443285465,4.662314892,1.693985701,0.29870075,0.587819219,0.091816261,0.613826573,0.071913652,1.194755554,0.645791829,-0.162079096,62.25,0.824199975,0.825295925,8.389223099,1.972316742
2020,Uganda,Sub-Saharan Africa,126,4.43200016,0.068495452,4.297749043,4.566251278,1.958671093,0.401682556,0.312337428,0.264807373,0.378311664,0.063818842,1.052327394,0.731713951,0.099487431,55.70820236,0.836737812,0.764994621,7.500389576,1.972316742
2020,Chad,Sub-Saharan Africa,127,4.422699928,0.075231321,4.27524662,4.570153236,2.74742651,0.228601769,0.302287489,0.210805088,0.1087441,0.085755408,0.739118278,0.587305248,0.017834719,48.22053909,0.802760839,0.632388055,7.467963696,1.972316742
2020,Tunisia,Middle East and North Africa,128,4.392199993,0.049670532,4.294845581,4.489554405,1.528496742,0.235860556,0.874742687,0.055881143,0.781156719,0.043899573,0.872167706,0.593361557,-0.216413811,66.89785767,0.867590249,0.688718557,9.314972878,1.972316742
2020,Mauritania,Sub-Saharan Africa,129,4.374599934,0.055093341,4.266616821,4.482583046,1.85955739,0.185714483,0.539684892,0.128899664,0.425184816,0.122257635,1.113323569,0.551522553,-0.106008142,57.01017761,0.746223509,0.790819228,8.233919144,1.972316742
2020,Sri Lanka,South Asia,130,4.327000141,0.053085525,4.222952366,4.431047916,0.611288548,0.528632462,0.897986948,0.252666146,0.792036712,0.049444564,1.19494009,0.837633669,0.081129618,67.20006561,0.859001756,0.825374067,9.389969826,1.972316742
2020,Congo,Sub-Saharan Africa,131,4.31099987,0.108998232,4.097363472,4.524636269,2.437864304,0.36462298,0.062487468,0.254324883,0.277212054,0.081466645,0.833055019,0.700793564,0.083637655,52.90000153,0.809403598,0.672159016,6.694256306,1.972316742
2020,"Eswatini, Kingdom of",Sub-Saharan Africa,132,4.308100224,0.07145194,4.168054581,4.448145866,1.686207294,0.299935788,0.827539742,0.067264833,0.215585828,0.146765873,1.064835191,0.646822274,-0.19920142,51.18823624,0.708263338,0.770290196,9.16267395,1.972316742
2020,Myanmar,Southeast Asia,133,4.308000088,0.042949215,4.223819733,4.392180443,0.681462526,0.597478867,0.67809093,0.569813728,0.495443076,0.187530354,1.098178267,0.895075202,0.560663998,58.96171188,0.645124316,0.78440702,8.680481911,1.972316742
2020,Comoros,Sub-Saharan Africa,134,4.288599968,0.084340192,4.1232934,4.453906536,2.17276907,0.181028232,0.415620774,0.258538276,0.437383324,0.100048535,0.723232806,0.547612607,0.090008408,57.34901047,0.780622602,0.625662446,7.833630085,1.972316742
2020,Togo,Sub-Saharan Africa,135,4.187200069,0.062506773,4.064686775,4.309713364,2.409595251,0.303539038,0.268116266,0.200774252,0.342731178,0.114826456,0.547622859,0.649828613,0.002667875,54.71989822,0.757733464,0.551312625,7.357711315,1.972316742
2020,Ethiopia,Sub-Saharan Africa,136,4.186200142,0.038915094,4.109926701,4.262473583,1.628459215,0.41256687,0.315125644,0.227698103,0.483846247,0.117437035,1.001103282,0.740795195,0.043377332,58.63959122,0.753690004,0.743307352,7.509385586,1.972316742
2020,Madagascar,Sub-Saharan Africa,137,4.165599823,0.057542104,4.052817345,4.278382301,2.136298418,0.192967549,0.244553208,0.191190064,0.500617027,0.076248638,0.823694348,0.557574093,-0.011823639,59.10542679,0.817485631,0.668195903,7.281685829,1.972316742
2020,Egypt,Middle East and North Africa,138,4.151400089,0.035979424,4.080880642,4.221919537,1.158818245,0.373684734,0.875228941,0.068801254,0.59691131100000006,0.095461793,0.982539535,0.708354175,-0.196878314,61.78015137,0.787726879,0.735447824,9.316541672,1.972316742
2020,Sierra Leone,Sub-Saharan Africa,139,3.926399946,0.061150789,3.806544304,4.046255589,2.046271801,0.382027686,0.240560383,0.257647008,0.203953966,0.047940936,0.747984946,0.715315044,0.088660747,50.86514282,0.861330688,0.636142015,7.26880312,1.972316742
2020,Burundi,Sub-Saharan Africa,140,3.775300026,0.107122384,3.565340042,3.98526001,2.401507378,0.275399059,0,0.187401786,0.295212835,0.212186828,0.403575271,0.626350224,-0.017551597,53.40000153,0.606934547,0.490325719,6.492642403,1.972316742
2020,Zambia,Sub-Saharan Africa,141,3.759399891,0.06067669,3.640473604,3.878326178,1.134339333,0.49131754,0.536833763,0.250620902,0.36359334,0.086705238,0.896037281,0.806500256,0.078037128,55.29937744,0.801289678,0.698824465,8.224720001,1.972316742
2020,Haiti,Latin America and Caribbean,142,3.720799923,0.101463005,3.521932364,3.919667482,1.619916916,0.169297516,0.284734428,0.463909656,0.37436673,0.161935672,0.646671355,0.537825167,0.40053457,55.59862518,0.684767246,0.593247831,7.411329269,1.972316742
2020,Lesotho,Sub-Saharan Africa,143,3.652800083,0.082120985,3.491842985,3.813757181,1.445513964,0.409367532,0.45493874,0.102627642,0.100934811,0.050483823,1.088940024,0.738125861,-0.145732045,48.00362396,0.857392073,0.780495703,7.960488319,1.972316742
2020,India,South Asia,144,3.573299885,0.027702235,3.519003391,3.627596378,0.734130859,0.581142247,0.730576158,0.237072483,0.54057014,0.105587982,0.644198656,0.881444871,0.057551607,60.21518707,0.772042692,0.592200935,8.849823952,1.972316742
2020,Malawi,Sub-Saharan Africa,145,3.538000107,0.070260517,3.400289536,3.675710678,1.552718282,0.487389833,0.176534727,0.213185057,0.446163297,0.131633952,0.53036809,0.803223193,0.021433279,57.59288788,0.731700778,0.544007301,7.062226295,1.972316742
2020,Yemen,Middle East and North Africa,146,3.527400017,0.054158084,3.421250105,3.633549929,1.116472721,0.243721485,0.392701775,0.094689012,0.41500017,0.087352127,1.177477121,0.599920273,-0.157735437,56.72728348,0.800287724,0.817980587,7.759682655,1.972316742
2020,Botswana,Sub-Saharan Africa,147,3.478899956,0.060542691,3.360236168,3.597563744,0.257240534,0.50908941,0.997548997,0.033407487,0.494101733,0.101786368,1.08569479,0.821328104,-0.250394493,58.92445374,0.777930915,0.779121757,9.711203575,1.972316742
2020,Tanzania,Sub-Saharan Africa,148,3.476200104,0.06320975,3.352308989,3.600091219,0.718963385,0.509343088,0.457163125,0.27154091,0.442677855,0.203880861,0.872674644,0.82153976,0.109668687,57.49607468,0.619799435,0.688933194,7.967665195,1.972316742
2020,Central African Republic,Sub-Saharan Africa,149,3.475899935,0.115182951,3.250141382,3.701658487,2.860197544,0.292814463,0.041072082,0.253513217,0,0.028264718,0,0.640880644,0.082410358,45.20000076,0.891806662,0.319459856,6.625160217,1.972316742
2020,Rwanda,Sub-Saharan Africa,150,3.312299967,0.052425209,3.209546566,3.415053368,0.548444986,0.604087889,0.343242675,0.235704988,0.572383285,0.485542476,0.522876322,0.900589406,0.055483952,61.09884644,0.183541179,0.54083544,7.600104332,1.972316742
2020,Zimbabwe,Sub-Saharan Africa,151,3.299200058,0.058674462,3.184198141,3.414201975,0.841031075,0.37740472,0.425564021,0.151349187,0.375037611,0.080928579,1.047835231,0.711457908,-0.072063953,55.61725998,0.81023699,0.763092756,7.865711689,1.972316742
2020,South Sudan,Sub-Saharan Africa,152,2.816600084,0.107610404,2.605683804,3.027516365,1.378751278,0.065609254,0.289082974,0.209934607,0.208809033,0.111156799,0.553278506,0.451313615,0.016518548,51,0.763417304,0.553707123,7.425359726,1.972316742
2020,Afghanistan,South Asia,153,2.566900015,0.031311426,2.505529642,2.628270388,1.507235646,0,0.30070585,0.135234714,0.266051531,0.001225785,0.356433839,0.396573007,-0.0964294,52.59000015,0.933686554,0.470366955,7.462860584,1.972316742
2021,Finland,West Europe,1,7.842,0.032,7.78,7.904,3.253,0.691,1.446,0.124,0.741,0.481,1.106,0.949,-0.098,72,0.186,0.954,10.775,2.43
2021,Denmark,West Europe,2,7.62,0.035,7.552,7.687,2.868,0.686,1.502,0.208,0.763,0.485,1.108,0.946,0.03,72.7,0.179,0.954,10.933,2.43
2021,Switzerland,West Europe,3,7.571,0.036,7.5,7.643,2.839,0.653,1.566,0.204,0.816,0.413,1.079,0.919,0.025,74.4,0.292,0.942,11.117,2.43
2021,Iceland,West Europe,4,7.554,0.059,7.438,7.67,2.967,0.698,1.482,0.293,0.772,0.17,1.172,0.955,0.16,73,0.673,0.983,10.878,2.43
2021,Netherlands,West Europe,5,7.464,0.027,7.41,7.518,2.798,0.647,1.501,0.302,0.753,0.384,1.079,0.913,0.175,72.4,0.338,0.942,10.932,2.43
2021,Norway,West Europe,6,7.392,0.035,7.323,7.462,2.58,0.703,1.543,0.249,0.782,0.427,1.108,0.96,0.093,73.3,0.27,0.954,11.053,2.43
2021,Sweden,West Europe,7,7.363,0.036,7.293,7.433,2.683,0.685,1.478,0.244,0.763,0.448,1.062,0.945,0.086,72.7,0.237,0.934,10.867,2.43
2021,Luxembourg,West Europe,8,7.324,0.037,7.252,7.396,2.653,0.639,1.751,0.166,0.76,0.353,1.003,0.907,-0.034,72.6,0.386,0.908,11.647,2.43
2021,New Zealand,Australia and New Zealand,9,7.277,0.04,7.198,7.355,2.612,0.665,1.4,0.276,0.785,0.445,1.094,0.929,0.134,73.4,0.242,0.948,10.643,2.43
2021,Austria,West Europe,10,7.268,0.036,7.198,7.337,2.784,0.64,1.492,0.215,0.782,0.292,1.062,0.908,0.042,73.3,0.481,0.934,10.906,2.43
2021,Australia,Australia and New Zealand,11,7.183,0.041,7.102,7.265,2.598,0.647,1.453,0.291,0.801,0.317,1.076,0.914,0.159,73.9,0.442,0.94,10.796,2.43
2021,Israel,Middle East and North Africa,12,7.157,0.034,7.09,7.224,3.083,0.509,1.376,0.208,0.788,0.119,1.074,0.8,0.031,73.503,0.753,0.939,10.575,2.43
2021,Germany,West Europe,13,7.155,0.04,7.077,7.232,2.824,0.6,1.48,0.195,0.757,0.306,0.993,0.875,0.011,72.5,0.46,0.903,10.873,2.43
2021,Canada,North America,14,7.103,0.042,7.021,7.185,2.585,0.648,1.447,0.246,0.798,0.335,1.044,0.915,0.089,73.8,0.415,0.926,10.776,2.43
2021,Ireland,West Europe,15,7.085,0.04,7.006,7.164,2.384,0.606,1.644,0.238,0.753,0.367,1.092,0.879,0.077,72.4,0.363,0.947,11.342,2.43
2021,Costa Rica,Latin America and Caribbean,16,7.069,0.056,6.96,7.179,3.387,0.673,1.134,0.105,0.722,0.083,0.966,0.934,-0.126,71.4,0.809,0.891,9.88,2.43
2021,United Kingdom,West Europe,17,7.064,0.038,6.99,7.138,2.596,0.58,1.423,0.34,0.757,0.306,1.062,0.859,0.233,72.5,0.459,0.934,10.707,2.43
2021,Czech Republic,Central and East Europe,18,6.965,0.049,6.868,7.062,3.124,0.58,1.37,0.052,0.703,0.046,1.09,0.858,-0.208,70.807,0.868,0.947,10.556,2.43
2021,United States,North America,19,6.951,0.049,6.856,7.047,2.807,0.554,1.533,0.252,0.621,0.154,1.03,0.837,0.098,68.2,0.698,0.92,11.023,2.43
2021,Belgium,West Europe,20,6.834,0.034,6.767,6.901,2.862,0.489,1.463,0.088,0.747,0.187,0.998,0.783,-0.153,72.199,0.646,0.906,10.823,2.43
2021,France,West Europe,21,6.69,0.037,6.618,6.762,2.521,0.536,1.421,0.092,0.804,0.235,1.081,0.822,-0.147,74,0.571,0.942,10.704,2.43
2021,Bahrain,Middle East and North Africa,22,6.647,0.068,6.514,6.779,2.631,0.661,1.409,0.246,0.662,0.139,0.899,0.925,0.089,69.495,0.722,0.862,10.669,2.43
2021,Malta,West Europe,23,6.602,0.044,6.516,6.688,2.268,0.664,1.411,0.275,0.747,0.183,1.055,0.927,0.133,72.2,0.653,0.931,10.674,2.43
2021,Taiwan,East Asia,24,6.584,0.038,6.51,6.659,2.687,0.49,1.48,0.142,0.665,0.139,0.982,0.784,-0.07,69.6,0.721,0.898,10.871,2.43
2021,United Arab Emirates,Middle East and North Africa,25,6.561,0.039,6.484,6.637,2.422,0.67,1.555,0.236,0.594,0.223,0.86,0.932,0.074,67.333,0.589,0.844,11.085,2.43
2021,Saudi Arabia,Middle East and North Africa,26,6.494,0.056,6.384,6.604,2.668,0.603,1.435,0.09,0.571,0.163,0.964,0.877,-0.149,66.603,0.684,0.891,10.743,2.43
2021,Spain,West Europe,27,6.491,0.042,6.408,6.574,2.513,0.462,1.375,0.135,0.826,0.124,1.057,0.761,-0.081,74.7,0.745,0.932,10.571,2.43
2021,Italy,West Europe,28,6.483,0.045,6.395,6.572,2.794,0.379,1.393,0.133,0.798,0.047,0.94,0.693,-0.084,73.8,0.866,0.88,10.623,2.43
2021,Slovenia,Central and East Europe,29,6.461,0.043,6.376,6.546,2.388,0.69,1.36,0.122,0.722,0.085,1.093,0.949,-0.101,71.4,0.806,0.948,10.529,2.43
2021,Guatemala,Latin America and Caribbean,30,6.435,0.073,6.292,6.577,3.375,0.638,0.845,0.163,0.519,0.105,0.79,0.906,-0.038,64.958,0.775,0.813,9.053,2.43
2021,Uruguay,Latin America and Caribbean,31,6.431,0.046,6.341,6.521,2.6,0.625,1.164,0.128,0.649,0.223,1.042,0.896,-0.092,69.1,0.59,0.925,9.966,2.43
2021,Singapore,Southeast Asia,32,6.377,0.043,6.293,6.46,1.379,0.664,1.695,0.176,0.897,0.547,1.019,0.927,-0.018,76.953,0.082,0.915,11.488,2.43
2021,Kosovo,Central and East Europe,33,6.372,0.059,6.257,6.487,3.182,0.593,0.937,0.356,0.483,0.014,0.807,0.869,0.257,63.813,0.917,0.821,9.318,2.43
2021,Slovakia,Central and East Europe,34,6.331,0.041,6.251,6.411,2.714,0.468,1.304,0.107,0.653,0.018,1.066,0.766,-0.124,69.201,0.911,0.936,10.369,2.43
2021,Brazil,Latin America and Caribbean,35,6.33,0.043,6.245,6.415,3.015,0.514,1.028,0.142,0.571,0.117,0.944,0.804,-0.071,66.601,0.756,0.882,9.577,2.43
2021,Mexico,Latin America and Caribbean,36,6.317,0.053,6.213,6.42,2.961,0.585,1.126,0.092,0.634,0.089,0.83,0.862,-0.147,68.597,0.799,0.831,9.859,2.43
2021,Jamaica,Latin America and Caribbean,37,6.309,0.156,6.004,6.615,3.135,0.618,0.891,0.099,0.599,0.035,0.932,0.89,-0.137,67.5,0.884,0.877,9.186,2.43
2021,Lithuania,Central and East Europe,38,6.255,0.045,6.167,6.344,2.624,0.476,1.35,0.056,0.612,0.073,1.065,0.773,-0.203,67.906,0.826,0.935,10.499,2.43
2021,Cyprus,West Europe,39,6.223,0.049,6.128,6.319,2.578,0.464,1.377,0.178,0.801,0.061,0.765,0.763,-0.015,73.898,0.844,0.802,10.576,2.43
2021,Estonia,Central and East Europe,40,6.189,0.038,6.115,6.263,2.103,0.641,1.344,0.119,0.64,0.263,1.079,0.909,-0.106,68.8,0.527,0.941,10.481,2.43
2021,Panama,Latin America and Caribbean,41,6.18,0.073,6.036,6.323,2.509,0.596,1.298,0.079,0.667,0.053,0.976,0.872,-0.166,69.652,0.856,0.896,10.35,2.43
2021,Uzbekistan,Central and East Europe,42,6.179,0.068,6.045,6.312,2.477,0.716,0.769,0.391,0.528,0.271,1.027,0.97,0.311,65.255,0.515,0.918,8.836,2.43
2021,Chile,Latin America and Caribbean,43,6.172,0.046,6.081,6.262,2.682,0.438,1.2,0.159,0.678,0.07,0.946,0.742,-0.044,70,0.83,0.882,10.071,2.43
2021,Poland,Central and East Europe,44,6.166,0.04,6.087,6.245,2.438,0.558,1.309,0.08,0.668,0.13,0.982,0.841,-0.165,69.702,0.735,0.898,10.382,2.43
2021,Kazakhstan,Central and East Europe,45,6.152,0.047,6.06,6.243,2.446,0.573,1.23,0.143,0.527,0.132,1.103,0.853,-0.069,65.2,0.733,0.952,10.155,2.43
2021,Romania,Central and East Europe,46,6.14,0.057,6.027,6.253,2.83,0.564,1.275,0.045,0.595,0.001,0.832,0.845,-0.219,67.355,0.938,0.832,10.284,2.43
2021,Kuwait,Middle East and North Africa,47,6.106,0.066,5.977,6.235,2.368,0.591,1.461,0.12,0.58,0.13,0.857,0.867,-0.104,66.9,0.736,0.843,10.817,2.43
2021,Serbia,Central and East Europe,48,6.078,0.053,5.974,6.181,2.682,0.482,1.101,0.189,0.634,0.066,0.924,0.778,0.002,68.6,0.835,0.873,9.787,2.43
2021,El Salvador,Latin America and Caribbean,49,6.061,0.065,5.933,6.188,3.085,0.615,0.845,0.116,0.565,0.16,0.675,0.888,-0.11,66.402,0.688,0.762,9.054,2.43
2021,Mauritius,Sub-Saharan Africa,50,6.049,0.059,5.933,6.165,2.462,0.59,1.178,0.153,0.574,0.096,0.996,0.867,-0.054,66.701,0.789,0.905,10.008,2.43
2021,Latvia,Central and East Europe,51,6.032,0.036,5.961,6.103,2.536,0.405,1.285,0.082,0.587,0.089,1.047,0.715,-0.162,67.1,0.8,0.927,10.315,2.43
2021,Colombia,Latin America and Caribbean,52,6.012,0.061,5.892,6.132,2.794,0.554,1.021,0.1,0.615,0.063,0.866,0.837,-0.135,68.001,0.841,0.847,9.557,2.43
2021,Hungary,Central and East Europe,53,5.992,0.047,5.899,6.085,2.432,0.454,1.301,0.067,0.615,0.04,1.083,0.755,-0.186,68,0.876,0.943,10.358,2.43
2021,Thailand,Southeast Asia,54,5.985,0.047,5.893,6.077,2.309,0.611,1.107,0.375,0.596,0.028,0.957,0.884,0.287,67.401,0.895,0.888,9.805,2.43
2021,Nicaragua,Latin America and Caribbean,55,5.972,0.083,5.81,6.134,2.841,0.553,0.693,0.201,0.604,0.176,0.904,0.836,0.02,67.657,0.664,0.864,8.62,2.43
2021,Japan,East Asia,56,5.94,0.04,5.861,6.02,2.048,0.504,1.389,0.02,0.838,0.192,0.949,0.796,-0.258,75.1,0.638,0.884,10.611,2.43
2021,Argentina,Latin America and Caribbean,57,5.929,0.056,5.819,6.04,2.461,0.544,1.162,0.069,0.646,0.067,0.98,0.828,-0.182,69,0.834,0.898,9.962,2.43
2021,Portugal,West Europe,58,5.929,0.055,5.821,6.037,2.225,0.621,1.323,0.029,0.76,0.033,0.939,0.892,-0.244,72.6,0.887,0.879,10.421,2.43
2021,Honduras,Latin America and Caribbean,59,5.919,0.082,5.758,6.081,2.934,0.578,0.703,0.241,0.593,0.083,0.787,0.857,0.081,67.3,0.809,0.812,8.648,2.43
2021,Croatia,Central and East Europe,60,5.882,0.048,5.788,5.975,2.325,0.453,1.251,0.111,0.703,0,1.039,0.754,-0.118,70.799,0.939,0.924,10.217,2.43
2021,Philippines,Southeast Asia,61,5.88,0.052,5.778,5.982,2.872,0.651,0.853,0.125,0.426,0.126,0.828,0.917,-0.097,62,0.742,0.83,9.076,2.43
2021,South Korea,East Asia,62,5.845,0.042,5.763,5.928,2.262,0.353,1.403,0.134,0.801,0.135,0.758,0.672,-0.083,73.9,0.727,0.799,10.651,2.43
2021,Peru,Latin America and Caribbean,63,5.84,0.075,5.692,5.988,2.744,0.536,0.986,0.087,0.623,0.031,0.833,0.822,-0.154,68.25,0.891,0.832,9.458,2.43
2021,Bosnia and Herzegovina,Central and East Europe,64,5.813,0.05,5.715,5.911,2.583,0.395,1.032,0.261,0.618,0.005,0.919,0.706,0.113,68.098,0.931,0.87,9.59,2.43
2021,Moldova,Central and East Europe,65,5.766,0.046,5.677,5.856,2.665,0.536,0.985,0.137,0.542,0.013,0.888,0.822,-0.079,65.699,0.918,0.857,9.454,2.43
2021,Ecuador,Latin America and Caribbean,66,5.764,0.057,5.653,5.875,2.653,0.56,0.935,0.107,0.64,0.062,0.806,0.842,-0.124,68.8,0.843,0.821,9.313,2.43
2021,Kyrgyzstan,Central and East Europe,67,5.744,0.046,5.653,5.834,2.648,0.673,0.665,0.266,0.501,0.02,0.971,0.935,0.119,64.401,0.908,0.893,8.538,2.43
2021,Greece,West Europe,68,5.723,0.046,5.632,5.813,2.561,0.243,1.273,0,0.76,0.074,0.811,0.582,-0.288,72.6,0.823,0.823,10.279,2.43
2021,Bolivia,Latin America and Caribbean,69,5.716,0.053,5.613,5.819,2.805,0.6,0.842,0.138,0.486,0.064,0.782,0.875,-0.077,63.901,0.839,0.81,9.046,2.43
2021,Mongolia,East Asia,70,5.677,0.042,5.595,5.76,2.492,0.397,0.966,0.263,0.442,0.053,1.065,0.708,0.116,62.5,0.856,0.935,9.4,2.43
2021,Paraguay,Latin America and Caribbean,71,5.653,0.092,5.473,5.832,2.306,0.602,0.983,0.206,0.549,0.037,0.97,0.876,0.028,65.9,0.882,0.893,9.448,2.43
2021,Montenegro,Central and East Europe,72,5.581,0.054,5.475,5.686,2.254,0.397,1.155,0.166,0.637,0.081,0.891,0.708,-0.034,68.699,0.812,0.858,9.94,2.43
2021,Dominican Republic,Latin America and Caribbean,73,5.545,0.071,5.405,5.685,2.178,0.581,1.106,0.101,0.555,0.144,0.879,0.86,-0.133,66.102,0.714,0.853,9.802,2.43
2021,North Cyprus,West Europe,74,5.536,0.051,5.435,5.636,1.653,0.503,1.377,0.196,0.801,0.2,0.806,0.795,0.012,73.898,0.626,0.82,10.576,2.43
2021,Belarus,Central and East Europe,75,5.534,0.047,5.442,5.625,2.247,0.326,1.124,0.07,0.56,0.199,1.007,0.65,-0.18,66.253,0.627,0.91,9.853,2.43
2021,Russia,Central and East Europe,76,5.477,0.033,5.413,5.541,2.148,0.409,1.241,0.115,0.511,0.06,0.992,0.718,-0.111,64.703,0.845,0.903,10.189,2.43
2021,Hong Kong,East Asia,77,5.477,0.049,5.38,5.573,1.236,0.408,1.525,0.232,0.893,0.342,0.841,0.717,0.067,76.82,0.403,0.836,11,2.43
2021,Tajikistan,Central and East Europe,78,5.466,0.034,5.4,5.532,2.619,0.548,0.508,0.152,0.498,0.247,0.895,0.832,-0.056,64.281,0.553,0.86,8.091,2.43
2021,Vietnam,Southeast Asia,79,5.411,0.039,5.334,5.488,2.211,0.679,0.817,0.124,0.616,0.091,0.873,0.94,-0.098,68.034,0.796,0.85,8.973,2.43
2021,Libya,Middle East and North Africa,80,5.41,0.076,5.262,5.558,2.331,0.474,1.044,0.131,0.435,0.174,0.821,0.771,-0.087,62.3,0.667,0.827,9.622,2.43
2021,Malaysia,Southeast Asia,81,5.384,0.049,5.289,5.48,1.784,0.624,1.259,0.27,0.587,0.064,0.797,0.895,0.125,67.102,0.839,0.817,10.238,2.43
2021,Indonesia,Southeast Asia,82,5.345,0.056,5.235,5.454,1.987,0.598,0.954,0.541,0.433,0.046,0.786,0.873,0.542,62.236,0.867,0.811,9.365,2.43
2021,Congo,Sub-Saharan Africa,83,5.342,0.097,5.151,5.533,3.476,0.381,0.518,0.144,0.307,0.124,0.392,0.695,-0.068,58.221,0.745,0.636,8.117,2.43
2021,China,East Asia,84,5.339,0.029,5.281,5.397,1.982,0.636,1.061,0.093,0.665,0.117,0.785,0.904,-0.146,69.593,0.755,0.811,9.673,2.43
2021,Ivory Coast,Sub-Saharan Africa,85,5.306,0.078,5.152,5.46,3.469,0.438,0.669,0.177,0.052,0.092,0.409,0.741,-0.016,50.114,0.794,0.644,8.551,2.43
2021,Armenia,Central and East Europe,86,5.283,0.058,5.168,5.397,2.127,0.54,0.996,0.079,0.585,0.198,0.758,0.825,-0.168,67.055,0.629,0.799,9.487,2.43
2021,Nepal,South Asia,87,5.269,0.07,5.132,5.406,2.642,0.488,0.519,0.287,0.496,0.135,0.702,0.782,0.152,64.233,0.727,0.774,8.12,2.43
2021,Bulgaria,Central and East Europe,88,5.266,0.054,5.16,5.371,1.823,0.494,1.181,0.125,0.583,0.005,1.055,0.788,-0.096,67,0.932,0.931,10.016,2.43
2021,Maldives,South Asia,89,5.198,0.072,5.057,5.339,1.52,0.575,1.115,0.204,0.697,0.073,1.015,0.854,0.024,70.6,0.825,0.913,9.826,2.43
2021,Azerbaijan,Central and East Europe,90,5.171,0.04,5.091,5.25,1.919,0.526,1.025,0.043,0.541,0.276,0.841,0.814,-0.223,65.656,0.506,0.836,9.569,2.43
2021,Cameroon,Sub-Saharan Africa,91,5.142,0.074,4.996,5.288,3.195,0.425,0.543,0.205,0.159,0.058,0.556,0.731,0.026,53.515,0.848,0.71,8.189,2.43
2021,Senegal,Sub-Saharan Africa,92,5.132,0.068,4.998,5.266,3.071,0.381,0.518,0.158,0.357,0.088,0.558,0.695,-0.046,59.802,0.801,0.71,8.118,2.43
2021,Albania,Central and East Europe,93,5.117,0.059,5.001,5.234,2.25,0.491,1.008,0.168,0.646,0.024,0.529,0.785,-0.03,68.999,0.901,0.697,9.52,2.43
2021,North Macedonia,Central and East Europe,94,5.101,0.051,5.001,5.202,2.042,0.45,1.068,0.212,0.535,0.022,0.772,0.751,0.038,65.474,0.905,0.805,9.693,2.43
2021,Ghana,Sub-Saharan Africa,95,5.088,0.067,4.958,5.219,2.684,0.517,0.68,0.268,0.287,0.058,0.595,0.807,0.123,57.586,0.848,0.727,8.58,2.43
2021,Niger,Sub-Saharan Africa,96,5.074,0.102,4.875,5.273,3.47,0.516,0.162,0.2,0.167,0.157,0.402,0.806,0.018,53.78,0.693,0.641,7.098,2.43
2021,Turkmenistan,Central and East Europe,97,5.066,0.036,4.996,5.136,1.409,0.602,1.046,0.366,0.439,0.033,1.172,0.877,0.273,62.409,0.888,0.983,9.629,2.43
2021,Gambia,Sub-Saharan Africa,98,5.051,0.089,4.877,5.225,2.99,0.384,0.367,0.465,0.21,0.123,0.511,0.697,0.424,55.16,0.746,0.69,7.686,2.43
2021,Benin,Sub-Saharan Africa,99,5.045,0.073,4.901,5.189,3.482,0.457,0.507,0.166,0.196,0.178,0.058,0.757,-0.034,54.713,0.661,0.489,8.087,2.43
2021,Laos,Southeast Asia,100,5.03,0.045,4.941,5.119,2.204,0.643,0.808,0.268,0.33,0.179,0.598,0.91,0.123,58.968,0.658,0.728,8.947,2.43
2021,Bangladesh,South Asia,101,5.025,0.046,4.934,5.115,2.427,0.603,0.635,0.161,0.514,0.164,0.52,0.877,-0.041,64.8,0.682,0.693,8.454,2.43
2021,Guinea,Sub-Saharan Africa,102,4.984,0.09,4.808,5.16,3.216,0.384,0.42,0.25,0.206,0.111,0.399,0.697,0.095,55.008,0.766,0.639,7.838,2.43
2021,South Africa,Sub-Saharan Africa,103,4.956,0.06,4.839,5.074,2.187,0.447,0.967,0.144,0.265,0.051,0.895,0.749,-0.067,56.904,0.86,0.86,9.403,2.43
